;;;;;;;;Office_Country_Code;; 
3R7R38;1446434432;nan;40;2457239;nan;1446270336;KEF;DK;CDG;nan
SMNID4;1438856192;nan;40;2457224;nan;1439881984;FCO;PE;BGA;nan
7NOLVS;1438329984;nan;40;2457204;nan;1437472768;ICN;NG;LOS;nan
Q2XY6E;1477961728;nan;40;2457485;nan;1478046464;MAD;DK;CPH;nan
6SKVBJ;1418032384;nan;40;2456901;nan;1418340992;JFK;GB;AGP;nan
J8TDWF;1450017152;nan;40;2457348;nan;1450763264;EID;DE;HAM;nan
JBP84C;1420348928;nan;40;2457022;nan;1421498624;MUC;CO;MDE;nan
5IU0S8;1437937792;nan;40;2457168;nan;1436731776;TUN;FR;ORY;nan
0HHVCE;1457834368;nan;40;2457371;nan;1456904704;PNQ;IN;DEL;nan
XM0JGN;1428707840;nan;40;2456938;nan;1420890112;MNL;CA;MAN;nan
14FP7B;1442274432;nan;40;2457269;nan;1440877184;AMS;CZ;GOA;nan
ZQXACL;1437418752;nan;40;2457205;nan;1438094592;SEA;GR;ATH;nan
W42RB7;1447643264;nan;40;2457250;nan;1446516608;EVN;CA;YYZ;nan
NOR4ZL;1411340544;nan;40;2456947;nan;1410792832;IST;MA;CMN;nan
GKNKGM;1443586176;nan;40;2457205;nan;1443726080;CHC;AU;CGK;nan
QEXY10;1418820864;nan;20;2457049;nan;1422842496;PER;DE;HAM;nan
FU78UB;1436751872;nan;40;2456991;nan;1432594688;ARN;SE;ZRH;nan
IJ2DE1;1452699264;nan;40;2457337;nan;1453430400;LIS;BG;SOF;nan
OPCV2E;1447305472;nan;40;2457343;nan;1447041152;KBP;BE;BRU;nan
Q13LX8;1433353984;nan;40;2457108;nan;1434380800;FLR;SI;TPE;nan
49AJNM;1433363072;nan;40;2457221;nan;1432732032;NRN;ES;BKK;nan
YI3R7I;1446105600;nan;40;2457213;nan;1444274944;JNB;GB;LHR;nan
YNSWIO;1442107648;nan;40;2457266;nan;1441532032;LIS;FR;ORY;nan
IN1ZF1;1428950144;L;40;2457046;nan;1428425856;BKK;AT;AMS;nan
FRPFNR;1441547264;nan;40;2457313;nan;1441726336;KTM;US;VIE;nan
0U8BWF;1445968640;nan;40;2457227;nan;1443437056;YYZ;IT;YWG;nan
SHOEQD;1454317312;nan;40;2457333;nan;1451647872;EWR;DE;LED;nan
57D7MD;1450946944;B;30;2457344;nan;1452966784;BMA;SE;CPH;nan
7GIO2S;1440186240;nan;40;2457224;nan;1441536512;AGH;SE;CPH;nan
JAMXK2;1440156416;nan;40;2457254;nan;1439736576;PVG;IN;VKO;nan
TBY51R;1443053184;nan;40;2457235;nan;1442542336;ORD;ES;KBL;nan
3SAPA4;1441839872;B;40;2457270;nan;1442292608;EBB;US;EWR;nan
IVYRGG;1434326912;L;40;2456898;nan;1434234880;NAN;DE;MUC;nan
8RCBYD;1422871296;nan;40;2457068;nan;1423786624;POA;BR;BSB;nan
IGAHBM;1415171072;nan;40;2456901;nan;1414302208;NRT;IT;PVG;nan
UFILYB;1429960192;nan;40;2457048;nan;1429529344;AYT;NO;NCS;nan
RFD6V4;1441564800;nan;40;2457017;nan;1439207680;CTS;ID;LGW;nan
WH68IC;1439767040;L;40;2457144;nan;1438946560;IST;EE;TLL;nan
NIS6MQ;1437476480;nan;40;2457233;nan;1437650816;YUL;FR;VCE;nan
RUTVA5;1437537024;nan;40;2457193;nan;1439612160;CDG;AR;COR;nan
QY5H89;1447718528;nan;40;2457313;nan;1449686784;KEF;TH;BKK;nan
I177YU;1441558016;B;40;2457265;nan;1443180288;CLO;US;BOS;nan
VMFKJO;1425454464;nan;40;2457031;nan;1425599232;LGW;GB;LGW;nan
XSETBO;1447599360;nan;40;2457221;nan;1446147840;HAM;DE;CDG;nan
RK4W1D;1440045440;nan;40;2457221;nan;1440455808;CDG;CO;IKA;nan
ZMJ7V5;1445187328;nan;40;2457275;nan;1445889152;ZTH;DE;TXL;nan
YR9F4R;1450065536;B;20;2457310;nan;1449741696;DTW;US;EWR;nan
2I1U9J;1445100288;nan;40;2457346;nan;1447730688;BOG;CO;MDE;nan
D9MRL5;1430225920;nan;20;2457074;nan;1430785152;PEK;IT;MXP;nan
UXVR9W;1439841280;nan;40;2457092;nan;1434165376;XNA;NO;BGO;nan
VEDC4J;1450185472;nan;40;2457338;nan;1447279360;BOM;IN;BLR;nan
J1SK1M;1416105600;nan;40;2456912;nan;1412386048;DAC;NZ;CHC;nan
MVAOTB;1426316416;nan;40;2457028;nan;1424262272;LGW;GB;LHR;nan
2XZAIH;1442583680;nan;40;2457227;nan;1443159040;TPE;RS;BUD;nan
L9F71M;1407738624;L;40;2456822;nan;1406602496;QZY;PT;OPO;nan
V3MHOL;1436521728;nan;40;2457205;nan;1437605760;VVI;ES;MAD;nan
CKJXGL;1445233280;B;40;2457220;nan;1444447616;BHX;AT;PEK;nan
XTLM0J;1438708736;nan;40;2457060;nan;1435673472;SVO;IT;CDG;nan
L100II;1413393792;nan;30;2456855;nan;1411511680;ABZ;SE;ARN;nan
S490IW;1450200704;nan;40;2457261;nan;1451700352;SJO;PL;WAW;nan
N4HS9Y;1452674304;B;40;2457347;nan;1452021632;BUD;SE;RIX;nan
B44LQS;1441756672;L;40;2457161;nan;1443077120;ZYL;GB;LHR;nan
W58K58;1440225152;nan;40;2457185;nan;1438641920;VTE;FR;MAD;nan
V76UB7;1443364480;nan;40;2457195;nan;1443506944;CDG;RU;SVO;nan
G0BMVX;1429205248;nan;40;2457093;nan;1428740096;ARN;HR;LPI;nan
WJ0YTB;1447667456;nan;40;2457242;nan;1443298944;HKG;CA;YUL;nan
LTA2ZP;1441863552;nan;40;2457172;nan;1440683904;YUL;IT;VCE;nan
4KOK5B;1450745088;nan;40;2457245;nan;1448546176;SJO;FR;PNQ;nan
9WC7RC;1444861056;B;20;2457251;nan;1446251904;KRP;ES;BCN;nan
JY1BQO;1439673216;nan;40;2457246;nan;1440187008;IAS;RO;OTP;nan
ME62DJ;1444808192;B;40;2457213;nan;1443010944;LIN;SE;BMA;nan
XBILJ1;1446005632;B;40;2457285;nan;1446377600;CPH;SE;CDG;nan
VXX3QA;1439658880;nan;40;2457178;nan;1440041216;PRG;FR;DME;nan
FTU8JQ;1438785024;nan;40;2457211;nan;1433586432;CTG;DE;LHR;nan
YUSYSE;1449728000;B;40;2457281;nan;1449337216;FUK;CZ;PRG;nan
S8XXC7;1442173312;B;40;2457283;nan;1443755136;FRA;US;PHL;nan
HAHVVP;1414928896;L;40;2456616;nan;1413479936;LYR;NO;OSL;nan
9WQK1W;1439276928;B;40;2457259;nan;1440213632;DUB;NO;KRS;nan
SHWZEB;1444341760;nan;40;2457245;nan;1445125504;ORY;AR;EZE;nan
CU5AIX;1428000384;nan;40;2457089;nan;1428328064;BEG;JP;NRT;nan
7SAK7N;1448475392;nan;40;2457296;nan;1446602752;LAX;DE;STR;nan
DN7K8T;1435972096;nan;30;2457199;nan;1437428864;CDG;FR;DKR;nan
OZJSIW;1437927040;nan;40;2457125;nan;1434820864;ORY;FR;ORY;nan
SZXR90;1439228672;nan;20;2457229;nan;1439882880;ZRH;DE;CDG;nan
G6I8Z7;1442775168;B;40;2457293;nan;1443019136;BCN;NO;FAR;nan
3RMH5A;1443292032;B;40;2457169;nan;1444865408;MMX;GB;GOT;nan
U4D2HF;1436704384;nan;40;2457094;nan;1434788224;EWR;GB;LHR;nan
YZKZRQ;1406411520;nan;40;2456810;nan;1405626368;NCL;US;CAN;nan
SAQVIE;1463064064;nan;40;2457418;nan;1461274624;OGG;FR;MEM;nan
29UY9C;1438062976;nan;40;2457182;nan;1436717696;MAD;CO;CCS;nan
ILIVGB;1451877760;nan;40;2457182;nan;1447353088;BOG;AR;EZE;nan
BZNQ2Z;1442658944;nan;40;2457269;nan;1442013824;AMM;GB;LHR;nan
IVBW65;1448601856;B;20;2457274;nan;1448114688;DUS;NO;CPH;nan
MAHPQ6;1456080000;nan;40;2457358;nan;1455987712;BRU;ES;ATH;nan
PSBYN1;1449046912;B;40;2457310;nan;1449503744;DEN;US;PFB;nan
2YEOGS;1414969344;nan;40;2456890;nan;1414867200;ATH;LV;TLL;nan
IQDYAQ;1442717696;L;40;2457145;nan;1438280448;PVG;GB;FRA;nan
S7WG3I;1443827712;nan;40;2457270;nan;1441917056;SPU;SE;MMX;nan
PHEKBG;1439991168;B;40;2457259;nan;1440448768;BOM;SA;RUH;nan
3WY6NT;1438682496;nan;40;2457221;nan;1438569344;VKO;EG;CAI;nan
15EHU4;1453752448;nan;40;2457381;nan;1453923456;PNH;ZA;JNB;nan
0THUF8;1441517312;nan;20;2457173;nan;1442976896;JED;EG;BEY;nan
WMZO3E;1444444928;nan;40;2457255;nan;1443480320;OTP;FR;CDG;nan
RQRALM;1447835008;nan;40;2457262;nan;1447309696;ZRH;ES;VLC;nan
SSGJUY;1438834944;nan;40;2457235;nan;1439547392;MAD;EG;CAI;nan
Q0C7AZ;1442516608;nan;20;2457219;nan;1444557824;NRT;LB;BEY;nan
IWPSM3;1440303744;nan;40;2457124;nan;1438093056;HAN;GB;MAN;nan
YXQ3OQ;1439256576;B;40;2457238;nan;1438802304;DFW;BE;YSJ;nan
4SAB3W;1443648768;L;40;2457190;nan;1444951552;JNB;ZA;GOT;nan
RHCPBA;1441026432;nan;40;2457295;nan;1442774144;BRU;FR;MUC;nan
DNAZ3Y;1454920704;nan;40;2457398;nan;1454694656;LIM;DE;CGN;nan
1323SD;1443310080;nan;40;2457191;nan;1443768960;BRU;BE;MVD;nan
E0JCDI;1456781184;nan;40;2457369;nan;1456416000;OSL;ES;CDW;nan
H73QFX;1438408192;nan;40;2457254;nan;1441162368;FUK;NG;LOS;nan
ESTJNM;1442219904;L;40;2457086;nan;1441290752;VIE;BE;BKK;nan
X80P69;1443899264;nan;40;2457245;nan;1443516928;DUB;DE;VIE;nan
F0ANOU;1435481472;nan;40;2457141;nan;1433985664;MEL;RS;ZRH;nan
PPLDCH;1457227136;B;40;2457434;nan;1458676736;DUS;DE;MUC;nan
P9GCWT;1432981632;L;40;2456975;nan;1430131328;HKT;FR;CDG;nan
N6PJYL;1440479616;nan;40;2457188;nan;1441022080;PVG;PL;WAW;nan
6ZM97Q;1453954688;nan;20;2457257;nan;1454081152;KUL;EG;ORY;nan
9ULCOQ;1446393216;nan;40;2457276;nan;1444882560;BIO;ES;LPA;nan
R8ACJ7;1409796352;nan;40;2456790;nan;1408676992;LPA;DE;FRA;nan
BI3CGB;1432051200;nan;40;2457070;nan;1429561216;TXL;HK;HKG;nan
811M4I;1455278336;nan;40;2457349;nan;1451689984;YYZ;IL;LHR;nan
Q77KC8;1441547776;nan;40;2457240;nan;1439633024;IAD;SA;RUH;nan
F4A8PX;1461828736;nan;40;2457396;nan;1459967616;SIN;HK;HKG;nan
H1A1IQ;1441076096;nan;40;2457249;nan;1441033216;LHR;GB;JFK;nan
8M5S2C;1414888320;nan;40;2456964;nan;1412536960;YYZ;AE;DXB;nan
HNJJRQ;1449942144;B;20;2457335;nan;1449815808;PHX;US;MAA;nan
GGS6DJ;1404735360;nan;40;2456696;nan;1401532032;TUN;FR;TLL;nan
9L0JB9;1437207680;nan;20;2457264;nan;1438516096;BOG;PA;AMM;nan
W6PDY1;1459808384;L;40;2457394;nan;1459493888;MIA;CL;SCL;nan
CGQRZI;1405900672;nan;20;2456772;nan;1405171584;KWI;US;IAD;nan
28GT09;1442792832;L;40;2457167;nan;1442500864;GRU;AT;VIE;nan
LZYSUN;1437265664;B;40;2457152;nan;1438423424;OTP;NL;BCN;nan
KP9WE1;1439899392;nan;40;2457257;nan;1441567872;DUR;EG;CAI;nan
HMAGKG;1453458944;nan;20;2457324;nan;1452775808;GIG;FR;MIA;nan
TSFQ8L;1441128192;nan;40;2457200;nan;1438840192;BRU;ES;MAD;nan
BA294D;1460773888;nan;40;2457310;nan;1457682816;SFO;US;OAX;nan
9PT2GH;1441695616;nan;40;2457225;nan;1441357184;AKL;KR;ICN;nan
WVRYAF;1460579712;nan;40;2457417;nan;1460939136;MAD;BE;PNA;nan
L5PZ59;1455099648;nan;40;2457329;nan;1454921344;SFO;SE;MAD;nan
7X3A5R;1421854464;nan;20;2456889;nan;1420384768;LHR;PT;LIS;nan
3MHPJS;1443562624;nan;40;2457185;nan;1442356736;HAN;GB;LCY;nan
383JKD;1459572608;nan;40;2457345;nan;1457255296;DEL;PK;BEY;nan
Y5C4LJ;1449728640;nan;40;2457223;nan;1446705280;TUN;MX;BRU;nan
3VR2WS;1447590656;nan;40;2457248;nan;1449685760;DXB;HK;BKK;nan
IGQBZP;1424541312;nan;20;2457009;nan;1424333184;LIM;ES;MIA;nan
4N87DN;1414129152;nan;40;2456896;nan;1411232896;BKK;PL;WAW;nan
4P1OTT;1466336128;nan;40;2457455;nan;1466119680;VNO;RS;CPH;nan
T89E63;1446768256;nan;40;2457330;nan;1445250304;MAA;US;SFO;nan
U3XRLZ;1447366400;nan;40;2457241;nan;1441968128;SYD;IT;MXP;nan
EJ8PEB;1444258432;nan;40;2457248;nan;1442180096;GYE;ES;ALC;nan
JI3C0X;1441210624;nan;40;2457245;nan;1441676416;DEL;IN;BOM;nan
SQETCH;1441701120;nan;40;2457211;nan;1440484224;BOG;BR;GRU;nan
ZHCCUV;1450012800;nan;40;2457354;nan;1452232576;BCN;ES;CCS;nan
45SVC4;1450517504;nan;20;2457209;nan;1448366080;CGQ;FR;ORY;nan
CUYPAX;1420647680;nan;40;2457014;nan;1421356160;ORY;MA;CMN;nan
NS6Y3D;1433020032;B;20;2457051;nan;1431966208;LAS;DE;KAJ;nan
F0HESO;1446369920;B;30;2457297;nan;1447068800;SIN;DE;FRA;nan
SVD81K;1442336000;nan;40;2457170;nan;1441539712;CPH;DK;HEL;nan
HF02QO;1437549824;nan;40;2457197;nan;1436446336;CPT;LB;BEY;nan
65YJA7;1439818496;nan;40;2457231;nan;1439925248;FNC;NO;OSL;nan
U2YO8Z;1442782848;nan;40;2457231;nan;1441796224;TIM;PT;LIS;nan
X8C5PT;1443844352;nan;40;2457267;nan;1443357056;MRS;FR;MMK;nan
ZJZETY;1441021312;L;40;2457065;nan;1440246400;OPO;BR;GRU;nan
IY3X36;1443725952;nan;40;2457217;nan;1441114368;BCA;IE;DUB;nan
X4OEKG;1446348672;nan;40;2457283;nan;1446731904;JED;ZA;CPT;nan
7SLWGR;1413442304;nan;40;2456883;nan;1408881920;HAM;FR;ORY;nan
HD67UD;1466556160;nan;40;2457362;nan;1464651264;MIA;AU;LUX;nan
YD5D5Q;1433097216;nan;40;2457123;nan;1434513408;FRA;DK;LAX;nan
ALTW17;1471106688;nan;40;2457476;nan;1471967104;MCT;FR;LHR;nan
8OW5HD;1426069760;nan;40;2456980;nan;1424215936;PNH;DE;FRA;nan
BC6B32;1409426816;nan;20;2456855;nan;1410493824;XMN;IT;VCE;nan
LTYXJK;1436899328;nan;40;2457202;nan;1435112064;MAD;FR;BRU;nan
OYUFS3;1462146432;nan;40;2457439;nan;1461263744;TLV;US;ORD;nan
E5A9IG;1427249920;nan;40;2456967;nan;1423878144;MSP;ES;AGP;nan
WIRPOS;1418915584;nan;40;2456900;nan;1416107264;HKT;SE;ARN;nan
WN9XUW;1443252992;nan;40;2457279;nan;1443281152;MAD;ES;PMI;nan
KJOBIK;1427342336;nan;40;2456915;nan;1424493184;KUL;FR;CDG;nan
PYUKI6;1439813376;nan;40;2457261;nan;1438630528;ORY;TR;BSB;nan
WJLSSF;1468152576;L;40;2457415;nan;1465945728;BEY;DE;FRA;nan
NVBYO5;1457062528;nan;40;2457382;nan;1455837184;DXB;DE;PNQ;nan
FKFZID;1439035264;B;40;2457124;nan;1438064640;GOA;DE;LCY;nan
CLL9R3;1450191360;L;40;2457076;nan;1446883456;BKK;IN;SYD;nan
2JJA56;1429210624;nan;40;2457083;nan;1429138816;LIS;LU;LAD;nan
29KOJB;1443115264;nan;40;2457237;nan;1441914240;AMS;ZA;JNB;nan
TZE6AX;1446031872;nan;40;2457161;nan;1443485824;ORY;MA;CMN;nan
DNCHAC;1416948352;nan;40;2456842;nan;1415544576;DUR;BG;SOF;nan
LLY62P;1455975168;L;40;2457369;nan;1454673664;RIX;NO;OSL;nan
5J4A8I;1427036800;L;40;2457101;nan;1427950720;LHR;GB;LGW;nan
PERDQ9;1446212992;nan;40;2457140;nan;1445369088;LAS;US;LAX;nan
QG6TYG;1441346432;B;40;2457209;nan;1441420672;BRU;DE;LYS;nan
TV34UZ;1455503360;B;40;2457182;nan;1454035072;AGP;DE;DUS;nan
V585YG;1482714112;B;40;2457490;nan;1482741504;ORD;FI;MAD;nan
R75OYN;1451911424;nan;20;2457268;nan;1451366656;MEX;AR;EZE;nan
76KKTQ;1441372288;nan;40;2457211;nan;1440569472;IAH;US;LOS;nan
QLCDFF;1438596096;nan;40;2457115;nan;1438967808;ZAG;BE;BRU;nan
HZNPBW;1426006912;nan;40;2456889;nan;1421604224;EWR;SE;ARN;nan
I2HQ77;1423004800;nan;40;2456928;nan;1419524608;HKG;FR;CDG;nan
HUADKX;1442958720;nan;40;2457246;nan;1442180736;ORD;DE;SIN;nan
C95V2N;1443291136;nan;40;2457160;nan;1440732416;VCE;FR;ZRH;nan
MA19F1;1443497728;nan;40;2457097;nan;1441744128;HKG;CA;YYZ;nan
7VVWMM;1434878208;nan;40;2457151;nan;1434536960;CPH;DE;LAD;nan
GYP5RS;1446022144;L;40;2457137;nan;1445388288;DTW;JP;HND;nan
25Q3V0;1403131392;nan;40;2456684;nan;1400667776;TLS;FR;BOD;nan
S3VKJ0;1440301440;nan;30;2457214;nan;1438781312;MAD;SE;UME;nan
4N7A21;1439065984;nan;40;2457272;nan;1442040192;CDG;EE;ZAG;nan
I22608;1424244608;nan;40;2457137;nan;1424857088;SHA;ES;MAD;nan
GR8ZRH;1428701824;nan;40;2457073;nan;1427181056;DME;RU;SVO;nan
TCF42B;1449997440;nan;20;2457294;nan;1448942976;JFK;UY;MVD;nan
YPRHNY;1453430016;L;40;2457027;nan;1452349824;MIA;US;SVG;nan
38XWVS;1440845952;nan;40;2457213;nan;1440058368;FUK;KR;OPO;nan
6VLK2L;1428079744;nan;40;2456795;nan;1424473088;TXL;DE;MUC;nan
B8S4SB;1449150464;nan;40;2457164;nan;1446216448;SIN;TH;BKK;nan
F4CEXV;1439214208;nan;40;2457210;nan;1440251776;IST;TR;IST;nan
E2CPU4;1448036480;nan;40;2457313;nan;1447822080;SPU;FR;CDG;nan
JSGAMB;1442420352;nan;40;2457225;nan;1442830592;GVA;ES;MAD;nan
DXTFLG;1436959616;nan;30;2457211;nan;1438600192;SVO;DE;PLQ;nan
ZC059C;1416790144;nan;40;2457123;nan;1416931200;FCO;RU;SVO;nan
TAX4Y2;1449423360;nan;40;2457292;nan;1450622464;UTH;KR;GVA;nan
OWSPGK;1457006080;L;40;2457022;nan;1450685824;GRU;GB;MAD;nan
WO8PH8;1429232384;nan;20;2457158;nan;1429828224;PEK;AU;PER;nan
MGBRAN;1441739008;nan;40;2456980;nan;1437289856;SYD;US;LHR;nan
RO8R2K;1442219648;nan;40;2457138;nan;1441353088;SEA;GR;BGO;nan
DRTQW1;1415825152;nan;20;2456908;nan;1413526528;ORF;GB;LHR;nan
MQBGIP;1407701376;nan;40;2456823;nan;1406303232;BCN;SE;LHR;nan
P6EKE2;1442694272;B;40;2457247;nan;1442731904;IST;IN;BLR;nan
8F5XJH;1462739072;L;40;2457429;nan;1462295680;TLV;EE;TLL;nan
671RVR;1433782528;L;40;2457030;nan;1431339136;NRT;GB;LGW;nan
9SXEKG;1445181952;nan;40;2457243;nan;1446037120;HJR;IE;SIN;nan
80T5NR;1443205120;nan;40;2457254;nan;1443533696;BLR;AU;BNE;nan
OS8EO4;1403245696;nan;40;2456911;nan;1404300160;IBZ;NO;PMI;nan
CHL0ZT;1437562752;nan;40;2457184;nan;1439163904;EZE;BR;BOG;nan
8N89PB;1445030784;nan;40;2457269;nan;1444261504;YUL;FR;SDF;nan
7G1QZA;1443706240;nan;40;2457292;nan;1445395328;MEX;BR;GRU;nan
T4YFUH;1450566784;nan;40;2457082;nan;1446386688;ORD;DE;FRA;nan
BSOTU4;1446629504;nan;40;2457255;nan;1445695744;PEK;CO;SVO;nan
N35LPE;1429711104;nan;40;2457098;nan;1429949440;PRG;CZ;OTP;nan
3B4U8L;1444906112;nan;40;2457242;nan;1444824320;EZE;BR;POA;nan
OD1YAN;1416676992;nan;40;2456934;nan;1409182464;LIS;BR;GRU;nan
HFLK4X;1426819840;nan;40;2457082;nan;1423367296;MCO;DK;CPH;nan
W74W7V;1445580544;nan;40;2457246;nan;1444704512;ZRH;SV;SJO;nan
NCTPCA;1443028608;nan;40;2457294;nan;1445527552;KKC;ZA;JNB;nan
B7VP4U;1466312576;nan;20;2457456;nan;1468247552;CTG;CO;MDE;nan
7GFQ8C;1452548480;B;40;2457392;nan;1452138240;MOZ;IE;DUB;nan
L1MDFJ;1432194048;nan;40;2457177;nan;1431933696;BOG;CO;PEI;nan
H2VT72;1454251136;nan;40;2457355;nan;1453952640;MEL;DE;TXL;nan
KUTI6W;1475042688;nan;40;2457471;nan;1473718400;HAV;ES;MAD;nan
UCAESD;1451870336;nan;40;2457317;nan;1449694848;PRG;FR;CDG;nan
IZVJ7L;1455964160;nan;40;2457123;nan;1452585856;SCL;FR;CDG;nan
D41WPA;1452096896;nan;40;2457360;nan;1449160576;HAJ;DE;CGN;nan
X27D61;1441826176;L;40;2457217;nan;1440242816;NRT;PK;LHE;nan
HVF1BQ;1412594944;nan;20;2456846;nan;1410146048;MPM;ZA;LIS;nan
01K5L0;1459512320;B;40;2457382;nan;1459414528;SIN;ES;MAD;nan
GQ0GT4;1453252864;B;40;2457363;nan;1454849792;BRU;SE;GOT;nan
80WUXE;1428287872;nan;40;2456824;nan;1422308352;TLV;DE;DUS;nan
GJ3296;1446365952;nan;40;2457225;nan;1443422464;SAL;US;BEM;nan
T7UKAX;1442012672;nan;20;2457257;nan;1442622848;JED;SA;RUH;nan
R2E637;1429667072;nan;40;2457074;nan;1427555968;BOG;CO;SMR;nan
48SGHI;1445783040;nan;40;2457208;nan;1445697280;CNX;GB;LHR;nan
CY2E75;1441440640;nan;40;2457257;nan;1444334080;CLO;CZ;PRG;nan
J7V3TR;1424657152;nan;40;2457034;nan;1423999104;BEG;JP;ZRH;nan
92K65P;1437054848;nan;40;2457180;nan;1438345728;AEP;AR;COR;nan
X9ST5F;1438813952;nan;40;2457230;nan;1438861568;ATH;FR;GVA;nan
KT0FH8;1446505600;L;40;2457209;nan;1445885696;BSB;BR;GIG;nan
DMY4PD;1452795776;L;40;2457314;nan;1451892224;HAV;US;AAL;nan
I7YQRC;1435978624;nan;40;2457112;nan;1437352320;MDE;CO;BOG;nan
QSPJKI;1417819264;nan;40;2457011;nan;1417486208;DUS;DK;CPH;nan
K4YT88;1431975808;nan;40;2457186;nan;1433423872;KTM;FR;CDG;nan
8YVCXR;1464290048;nan;40;2457399;nan;1461497728;LCY;BE;BRU;nan
NOWUAG;1448295808;B;40;2457242;nan;1447040128;GOT;SE;GOT;nan
J9QU7N;1429265280;nan;40;2457125;nan;1426505984;LGW;NO;KRS;nan
8ACOVM;1447533312;B;40;2457294;nan;1446493824;PVG;CA;YVR;nan
CSMIN3;1436981120;nan;40;2457189;nan;1436685696;TLV;RU;LED;nan
MJI15Z;1428809088;nan;40;2457082;nan;1429144192;FCO;IT;FCO;nan
0WGGEI;1446444544;B;20;2457230;nan;1446965248;AGH;SE;ARN;nan
PWSAEA;1423406976;nan;40;2456871;nan;1421107072;KUL;TH;BKK;nan
6BZQIV;1442348544;nan;40;2457230;nan;1443284352;VIE;BE;BRU;nan
5CWKB4;1453879424;nan;40;2457308;nan;1453607424;CPH;DK;MDE;nan
454O6K;1449615744;nan;40;2457248;nan;1444675072;LAX;FR;CDG;nan
F9FV8G;1439714176;nan;40;2457168;nan;1437088128;DEL;IN;JFK;nan
UNTQ37;1448990720;B;40;2457380;nan;1449469056;SIP;DE;STR;nan
8UML8W;1449927296;nan;40;2457154;nan;1449928576;MRU;ZA;JNB;nan
UOEL00;1446941952;nan;40;2457219;nan;1444093696;SXF;GB;LGW;nan
CTHSFQ;1471791104;nan;20;2457446;nan;1470007680;KEF;DK;CPH;nan
4ZHGC9;1447719424;nan;40;2457295;nan;1446811648;FCO;IN;DEL;nan
3RN8MS;1444380032;nan;40;2457242;nan;1443290112;ALG;FR;CDG;nan
ITS4YZ;1440827392;B;20;2457183;nan;1441750400;NUE;DE;DUS;nan
VM6KMN;1437678336;nan;40;2457206;nan;1436944000;AYT;RU;KBP;nan
5GRVU4;1442336128;nan;40;2457248;nan;1442109440;ACC;NZ;CPT;nan
3OQ7Z1;1402003712;nan;40;2456755;nan;1401606656;BCN;BE;VIE;nan
R5ZP53;1451769472;nan;40;2457292;nan;1451245056;HKG;AR;KIX;nan
VA06PO;1450513536;nan;40;2457182;nan;1446380288;KUL;SI;DKR;nan
OCM6JW;1442971520;B;20;2457307;nan;1446253952;LHR;SA;DMM;nan
QY6QZZ;1445246080;nan;40;2457262;nan;1444788736;LAD;PT;LIS;nan
MJYPJA;1424683008;nan;40;2456946;nan;1422871680;BKK;US;MKE;nan
KRO4VC;1447856256;nan;40;2457181;nan;1444410368;LGW;GB;LHR;nan
VM0VTH;1442669056;nan;40;2457283;nan;1443804288;CLO;ES;LHR;nan
CYY4J4;1446319744;nan;40;2457211;nan;1445794304;SJO;FI;AMS;nan
1MCIHL;1442928384;nan;40;2457239;nan;1443540352;HND;SV;LIM;nan
5UIE2F;1446087808;nan;40;2457257;nan;1445075968;LGW;NO;OSL;nan
WFWG73;1449708672;nan;40;2457321;nan;1451038592;UIO;IT;MXP;nan
HSORE4;1458493312;L;40;2457378;nan;1457595776;BRC;AU;MEL;nan
FC2Z05;1445861504;L;40;2457238;nan;1445748608;MIA;US;PLZ;nan
N3CISV;1435111168;nan;40;2457133;nan;1435103360;DUB;BR;CNF;nan
OSPYHI;1458032768;nan;40;2457318;nan;1456456960;MIA;BR;GRU;nan
KSKTCR;1422583808;nan;40;2457023;nan;1422969472;ISB;SA;AHB;nan
T9OZBN;1449056640;nan;40;2457283;nan;1448385152;NCE;EE;TLL;nan
MV540P;1461864064;nan;40;2457380;nan;1459068160;PEK;FR;ORY;nan
UWPAX8;1465440256;nan;40;2457415;nan;1465078784;OSL;DK;CPH;nan
TQ6NUK;1442476544;L;40;2457171;nan;1441336576;DTW;DE;DUS;nan
KD33F1;1438691584;nan;40;2457217;nan;1438751744;CAI;SA;RUH;nan
3ZKA9Z;1418342016;nan;40;2456972;nan;1418182528;CPT;PE;HAS;nan
Q35VQR;1467318912;nan;40;2457433;nan;1466106880;KUL;BE;AMS;nan
M3IMGS;1441982080;nan;40;2457288;nan;1441573248;LIM;AR;EZE;nan
VQ7132;1445201024;nan;40;2457307;nan;1448174720;SYD;AU;MEL;nan
T3W5BS;1434728576;nan;40;2457049;nan;1429140992;DOH;TN;TUN;nan
ANHVJV;1445384704;B;40;2457243;nan;1444240256;GOH;US;BOM;nan
1MN8I1;1439701760;nan;40;2457243;nan;1438513024;JFK;AR;EZE;nan
QMM68F;1419118208;nan;40;2456789;nan;1416193024;HRE;GB;MAN;nan
YMZVBR;1453619840;nan;40;2457414;nan;1455710848;KUL;ID;BKK;nan
QT5P1R;1441640960;nan;40;2457206;nan;1442984192;HBE;TW;ATH;nan
ZD4SPU;1430454400;nan;40;2457031;nan;1428605312;HAV;ES;MAD;nan
UAN7HQ;1446938752;nan;40;2457292;nan;1446712192;BOG;ES;BCN;nan
US5255;1448859648;B;40;2457206;nan;1446314368;AGH;IN;BOM;nan
ERU85O;1439063808;nan;40;2457218;nan;1440260096;TLL;CZ;PRG;nan
